,OID_,cells,x,y,MeanProb,COMID,geometry,
14327,14327,367048,508389.9246,3620969.804,0.145255474,20333232,c(508389.924600074, 3620969.80350754)
14328,14328,367049,508589.9246,3620969.804,0.160943906,20333232,c(508589.924600074, 3620969.80350754)
14329,14329,367052,509189.9246,3620969.804,0.153434657,20333232,c(509189.924600074, 3620969.80350754)
14330,14330,367053,509389.9246,3620969.804,0.181951805,20333232,c(509389.924600074, 3620969.80350754)
14331,14331,367055,509789.9246,3620969.804,0.173362664,20333234,c(509789.924600074, 3620969.80350754)
14332,14332,367056,509989.9246,3620969.804,0.141225877,20333234,c(509989.924600074, 3620969.80350754)
14333,14333,367167,532189.9246,3620969.804,0.502909709,20326379,c(532189.924600074, 3620969.80350754)
14334,14334,367181,534989.9246,3620969.804,0.398570143,20325233,c(534989.924600074, 3620969.80350754)
14335,14335,367182,535189.9246,3620969.804,0.207609239,20325233,c(535189.924600074, 3620969.80350754)
14336,14336,367223,543389.9246,3620969.804,0.658184182,20325219,c(543389.924600074, 3620969.80350754)
14337,14337,367224,543589.9246,3620969.804,0.600839916,20325217,c(543589.924600074, 3620969.80350754)
14338,14338,367244,547589.9246,3620969.804,0.646915308,20325255,c(547589.924600074, 3620969.80350754)
14339,14339,367245,547789.9246,3620969.804,0.901029897,20325255,c(547789.924600074, 3620969.80350754)
14340,14340,367268,552389.9246,3620969.804,0.396590341,20325295,c(552389.924600074, 3620969.80350754)
14341,14341,367269,552589.9246,3620969.804,0.394760524,20325295,c(552589.924600074, 3620969.80350754)
14342,14342,367270,552789.9246,3620969.804,0.336776322,20325295,c(552789.924600074, 3620969.80350754)
14343,14343,367272,553189.9246,3620969.804,0.3229977,20325295,c(553189.924600074, 3620969.80350754)
14344,14344,367273,553389.9246,3620969.804,0.346075392,20325295,c(553389.924600074, 3620969.80350754)
14345,14345,367274,553589.9246,3620969.804,0.326007399,20325295,c(553589.924600074, 3620969.80350754)
14346,14346,367636,489189.9246,3620769.804,0.442255774,20331534,c(489189.924600074, 3620769.80350754)
14347,14347,367715,504989.9246,3620769.804,0.729077092,20334694,c(504989.924600074, 3620769.80350754)
14348,14348,367728,507589.9246,3620769.804,0.145555444,20333232,c(507589.924600074, 3620769.80350754)
14349,14349,367729,507789.9246,3620769.804,0.135976402,20333232,c(507789.924600074, 3620769.80350754)
14350,14350,367730,507989.9246,3620769.804,0.154084592,20333232,c(507989.924600074, 3620769.80350754)
14351,14351,367731,508189.9246,3620769.804,0.126917308,20333232,c(508189.924600074, 3620769.80350754)
14352,14352,367732,508389.9246,3620769.804,0.124877512,20333232,c(508389.924600074, 3620769.80350754)
14353,14353,367740,509989.9246,3620769.804,0.145675432,20333234,c(509989.924600074, 3620769.80350754)
14354,14354,367850,531989.9246,3620769.804,0.493560644,20326379,c(531989.924600074, 3620769.80350754)
14355,14355,367851,532189.9246,3620769.804,0.450524948,20326379,c(532189.924600074, 3620769.80350754)
14356,14356,367865,534989.9246,3620769.804,0.445315468,20325233,c(534989.924600074, 3620769.80350754)
14357,14357,367908,543589.9246,3620769.804,0.645705429,20325221,c(543589.924600074, 3620769.80350754)
14358,14358,367909,543789.9246,3620769.804,0.274252575,20325229,c(543789.924600074, 3620769.80350754)
14359,14359,367929,547789.9246,3620769.804,0.88980102,20325255,c(547789.924600074, 3620769.80350754)
14360,14360,367949,551789.9246,3620769.804,0.625347465,20325295,c(551789.924600074, 3620769.80350754)
14361,14361,367950,551989.9246,3620769.804,0.552984702,20325295,c(551989.924600074, 3620769.80350754)
14362,14362,367951,552189.9246,3620769.804,0.604279572,20325295,c(552189.924600074, 3620769.80350754)
14363,14363,367952,552389.9246,3620769.804,0.344775522,20325295,c(552389.924600074, 3620769.80350754)
14364,14364,367954,552789.9246,3620769.804,0.298240176,20325295,c(552789.924600074, 3620769.80350754)
14365,14365,367955,552989.9246,3620769.804,0.405229477,20325295,c(552989.924600074, 3620769.80350754)
14366,14366,367956,553189.9246,3620769.804,0.393220678,20325295,c(553189.924600074, 3620769.80350754)
14367,14367,368319,488989.9246,3620569.804,0.419488051,20331534,c(488989.924600074, 3620569.80350754)
14368,14368,368320,489189.9246,3620569.804,0.421477852,20331534,c(489189.924600074, 3620569.80350754)
14369,14369,368398,504789.9246,3620569.804,0.523337666,20334694,c(504789.924600074, 3620569.80350754)
14370,14370,368399,504989.9246,3620569.804,0.592350765,20334694,c(504989.924600074, 3620569.80350754)
14371,14371,368424,509989.9246,3620569.804,0.17440256,20333234,c(509989.924600074, 3620569.80350754)
14372,14372,368425,510189.9246,3620569.804,0.139386061,20333234,c(510189.924600074, 3620569.80350754)
14373,14373,368461,517389.9246,3620569.804,0.201259874,20333250,c(517389.924600074, 3620569.80350754)
14374,14374,368525,530189.9246,3620569.804,0.123827617,20325245,c(530189.924600074, 3620569.80350754)
14375,14375,368532,531589.9246,3620569.804,0.418888111,20326379,c(531589.924600074, 3620569.80350754)
14376,14376,368533,531789.9246,3620569.804,0.401469853,20326379,c(531789.924600074, 3620569.80350754)
14377,14377,368534,531989.9246,3620569.804,0.431116888,20326379,c(531989.924600074, 3620569.80350754)
14378,14378,368547,534589.9246,3620569.804,0.363343666,20325233,c(534589.924600074, 3620569.80350754)
14379,14379,368548,534789.9246,3620569.804,0.396860314,20325233,c(534789.924600074, 3620569.80350754)
14380,14380,368549,534989.9246,3620569.804,0.381921808,20325233,c(534989.924600074, 3620569.80350754)
14381,14381,368593,543789.9246,3620569.804,0.586041396,20325229,c(543789.924600074, 3620569.80350754)
14382,14382,368594,543989.9246,3620569.804,0.53489651,20325229,c(543989.924600074, 3620569.80350754)
14383,14383,368611,547389.9246,3620569.804,0.958074193,20325255,c(547389.924600074, 3620569.80350754)
14384,14384,368612,547589.9246,3620569.804,0.936236376,20325255,c(547589.924600074, 3620569.80350754)
14385,14385,368613,547789.9246,3620569.804,0.802289771,20325255,c(547789.924600074, 3620569.80350754)
14386,14386,368631,551389.9246,3620569.804,0.60549945,20325295,c(551389.924600074, 3620569.80350754)
14387,14387,368632,551589.9246,3620569.804,0.649215078,20325295,c(551589.924600074, 3620569.80350754)
14388,14388,368633,551789.9246,3620569.804,0.663593641,20325295,c(551789.924600074, 3620569.80350754)
14389,14389,369003,488989.9246,3620369.804,0.411358864,20331534,c(488989.924600074, 3620369.80350754)
14390,14390,369081,504589.9246,3620369.804,0.503319668,20334668,c(504589.924600074, 3620369.80350754)
14391,14391,369082,504789.9246,3620369.804,0.607829217,20334668,c(504789.924600074, 3620369.80350754)
14392,14392,369083,504989.9246,3620369.804,0.215728427,20333258,c(504989.924600074, 3620369.80350754)
14393,14393,369084,505189.9246,3620369.804,0.130406959,20333258,c(505189.924600074, 3620369.80350754)
14394,14394,369145,517389.9246,3620369.804,0.186241376,20333250,c(517389.924600074, 3620369.80350754)
14395,14395,369146,517589.9246,3620369.804,0.21319868,20333250,c(517589.924600074, 3620369.80350754)
14396,14396,369209,530189.9246,3620369.804,0.131976802,20325245,c(530189.924600074, 3620369.80350754)
14397,14397,369217,531789.9246,3620369.804,0.399440056,20326379,c(531789.924600074, 3620369.80350754)
14398,14398,369218,531989.9246,3620369.804,0.40089991,20326379,c(531989.924600074, 3620369.80350754)
14399,14399,369231,534589.9246,3620369.804,0.374012599,20325233,c(534589.924600074, 3620369.80350754)
14400,14400,369278,543989.9246,3620369.804,0.59940006,20326373,c(543989.924600074, 3620369.80350754)
14401,14401,369279,544189.9246,3620369.804,0.576852315,20326371,c(544189.924600074, 3620369.80350754)
14402,14402,369294,547189.9246,3620369.804,0.941415858,20325255,c(547189.924600074, 3620369.80350754)
14403,14403,369295,547389.9246,3620369.804,0.946345365,20325255,c(547389.924600074, 3620369.80350754)
14404,14404,369311,550589.9246,3620369.804,0.477192281,20325295,c(550589.924600074, 3620369.80350754)
14405,14405,369312,550789.9246,3620369.804,0.542515748,20325295,c(550789.924600074, 3620369.80350754)
14406,14406,369313,550989.9246,3620369.804,0.498470153,20325295,c(550989.924600074, 3620369.80350754)
14407,14407,369314,551189.9246,3620369.804,0.59020098,20325295,c(551189.924600074, 3620369.80350754)
14408,14408,369315,551389.9246,3620369.804,0.75150485,20325295,c(551389.924600074, 3620369.80350754)
14409,14409,369316,551589.9246,3620369.804,0.68390161,20325295,c(551589.924600074, 3620369.80350754)
14410,14410,369687,488989.9246,3620169.804,0.417438256,20331546,c(488989.924600074, 3620169.80350754)
14411,14411,369765,504589.9246,3620169.804,0.693990601,20334668,c(504589.924600074, 3620169.80350754)
14412,14412,369768,505189.9246,3620169.804,0.106589341,20333258,c(505189.924600074, 3620169.80350754)
14413,14413,369769,505389.9246,3620169.804,0.10769923,20333258,c(505389.924600074, 3620169.80350754)
14414,14414,369770,505589.9246,3620169.804,0.120687931,20333284,c(505589.924600074, 3620169.80350754)
14415,14415,369771,505789.9246,3620169.804,0.165913409,20333284,c(505789.924600074, 3620169.80350754)
14416,14416,369809,513389.9246,3620169.804,0.135986401,20333322,c(513389.924600074, 3620169.80350754)
14417,14417,369810,513589.9246,3620169.804,0.075592441,20333322,c(513589.924600074, 3620169.80350754)
14418,14418,369811,513789.9246,3620169.804,0.162123788,20333254,c(513789.924600074, 3620169.80350754)
14419,14419,369812,513989.9246,3620169.804,0.170692931,20333254,c(513989.924600074, 3620169.80350754)
14420,14420,369813,514189.9246,3620169.804,0.181191881,20333254,c(514189.924600074, 3620169.80350754)
14421,14421,369830,517589.9246,3620169.804,0.18530147,20333276,c(517589.924600074, 3620169.80350754)
14422,14422,369893,530189.9246,3620169.804,0.084731527,20325245,c(530189.924600074, 3620169.80350754)
14423,14423,369894,530389.9246,3620169.804,0.090070993,20325245,c(530389.924600074, 3620169.80350754)
14424,14424,369914,534389.9246,3620169.804,0.467123288,20325267,c(534389.924600074, 3620169.80350754)
14425,14425,369915,534589.9246,3620169.804,0.334916508,20325251,c(534589.924600074, 3620169.80350754)
14426,14426,369916,534789.9246,3620169.804,0.37460254,20325251,c(534789.924600074, 3620169.80350754)
14427,14427,369917,534989.9246,3620169.804,0.414918508,20325251,c(534989.924600074, 3620169.80350754)
14428,14428,369918,535189.9246,3620169.804,0.371612839,20325251,c(535189.924600074, 3620169.80350754)
14429,14429,369919,535389.9246,3620169.804,0.290720928,20325251,c(535389.924600074, 3620169.80350754)
14430,14430,369923,536189.9246,3620169.804,0.287371263,20325251,c(536189.924600074, 3620169.80350754)
14431,14431,369924,536389.9246,3620169.804,0.246125387,20325251,c(536389.924600074, 3620169.80350754)
14432,14432,369925,536589.9246,3620169.804,0.235266473,20325251,c(536589.924600074, 3620169.80350754)
14433,14433,369926,536789.9246,3620169.804,0.229227077,20325251,c(536789.924600074, 3620169.80350754)
14434,14434,369927,536989.9246,3620169.804,0.205439456,20325251,c(536989.924600074, 3620169.80350754)
14435,14435,369928,537189.9246,3620169.804,0.179812019,20325251,c(537189.924600074, 3620169.80350754)
14436,14436,369929,537389.9246,3620169.804,0.250005,20325249,c(537389.924600074, 3620169.80350754)
14437,14437,369930,537589.9246,3620169.804,0.181411859,20325249,c(537589.924600074, 3620169.80350754)
14438,14438,369962,543989.9246,3620169.804,0.566273373,20326373,c(543989.924600074, 3620169.80350754)
14439,14439,369963,544189.9246,3620169.804,0.601949805,20326371,c(544189.924600074, 3620169.80350754)
14440,14440,369977,546989.9246,3620169.804,0.876032397,20325255,c(546989.924600074, 3620169.80350754)
14441,14441,369978,547189.9246,3620169.804,0.913868613,20325255,c(547189.924600074, 3620169.80350754)
14442,14442,369995,550589.9246,3620169.804,0.639446055,20325295,c(550589.924600074, 3620169.80350754)
14443,14443,370371,488989.9246,3619969.804,0.418778122,20331546,c(488989.924600074, 3619969.80350754)
14444,14444,370438,502389.9246,3619969.804,0.191310869,20333270,c(502389.924600074, 3619969.80350754)
14445,14445,370448,504389.9246,3619969.804,0.560033997,20334668,c(504389.924600074, 3619969.80350754)
14446,14446,370449,504589.9246,3619969.804,0.658644136,20334668,c(504589.924600074, 3619969.80350754)
14447,14447,370453,505389.9246,3619969.804,0.12739726,20333284,c(505389.924600074, 3619969.80350754)
14448,14448,370455,505789.9246,3619969.804,0.133636636,20333284,c(505789.924600074, 3619969.80350754)
14449,14449,370492,513189.9246,3619969.804,0.08270173,20333322,c(513189.924600074, 3619969.80350754)
14450,14450,370493,513389.9246,3619969.804,0.111608839,20333322,c(513389.924600074, 3619969.80350754)
14451,14451,370513,517389.9246,3619969.804,0.210788921,20333276,c(517389.924600074, 3619969.80350754)
14452,14452,370514,517589.9246,3619969.804,0.164223578,20333276,c(517589.924600074, 3619969.80350754)
14453,14453,370531,520989.9246,3619969.804,0.099790021,20333294,c(520989.924600074, 3619969.80350754)
14454,14454,370532,521189.9246,3619969.804,0.095270473,20333268,c(521189.924600074, 3619969.80350754)
14455,14455,370533,521389.9246,3619969.804,0.169523048,20333268,c(521389.924600074, 3619969.80350754)
14456,14456,370565,527789.9246,3619969.804,0.14759524,20325299,c(527789.924600074, 3619969.80350754)
14457,14457,370578,530389.9246,3619969.804,0.108569143,20326377,c(530389.924600074, 3619969.80350754)
14458,14458,370598,534389.9246,3619969.804,0.475352465,20325267,c(534389.924600074, 3619969.80350754)
14459,14459,370603,535389.9246,3619969.804,0.212368763,20325251,c(535389.924600074, 3619969.80350754)
14460,14460,370604,535589.9246,3619969.804,0.211708829,20325251,c(535589.924600074, 3619969.80350754)
14461,14461,370605,535789.9246,3619969.804,0.196770323,20325251,c(535789.924600074, 3619969.80350754)
14462,14462,370606,535989.9246,3619969.804,0.263993601,20325251,c(535989.924600074, 3619969.80350754)
14463,14463,370607,536189.9246,3619969.804,0.230146985,20325251,c(536189.924600074, 3619969.80350754)
14464,14464,370619,538589.9246,3619969.804,0.221847815,20325249,c(538589.924600074, 3619969.80350754)
14465,14465,370661,546989.9246,3619969.804,0.95020498,20325255,c(546989.924600074, 3619969.80350754)
14466,14466,370676,549989.9246,3619969.804,0.587981202,20325295,c(549989.924600074, 3619969.80350754)
14467,14467,370677,550189.9246,3619969.804,0.733226677,20325295,c(550189.924600074, 3619969.80350754)
14468,14468,370678,550389.9246,3619969.804,0.743585641,20325295,c(550389.924600074, 3619969.80350754)
14469,14469,370679,550589.9246,3619969.804,0.606569343,20325295,c(550589.924600074, 3619969.80350754)
14470,14470,371121,502189.9246,3619769.804,0.165363464,20333270,c(502189.924600074, 3619769.80350754)
14471,14471,371122,502389.9246,3619769.804,0.211408859,20333270,c(502389.924600074, 3619769.80350754)
14472,14472,371131,504189.9246,3619769.804,0.59710029,20334668,c(504189.924600074, 3619769.80350754)
14473,14473,371132,504389.9246,3619769.804,0.615958404,20334668,c(504389.924600074, 3619769.80350754)
14474,14474,371139,505789.9246,3619769.804,0.172082792,20333284,c(505789.924600074, 3619769.80350754)
14475,14475,371140,505989.9246,3619769.804,0.118928107,20333284,c(505989.924600074, 3619769.80350754)
14476,14476,371142,506389.9246,3619769.804,0.185041496,20333284,c(506389.924600074, 3619769.80350754)
14477,14477,371175,512989.9246,3619769.804,0.093990601,20333322,c(512989.924600074, 3619769.80350754)
14478,14478,371176,513189.9246,3619769.804,0.096420358,20333322,c(513189.924600074, 3619769.80350754)
14479,14479,371197,517389.9246,3619769.804,0.156264374,20333276,c(517389.924600074, 3619769.80350754)
14480,14480,371217,521389.9246,3619769.804,0.120747925,20333268,c(521389.924600074, 3619769.80350754)
14481,14481,371218,521589.9246,3619769.804,0.112488751,20333268,c(521589.924600074, 3619769.80350754)
14482,14482,371219,521789.9246,3619769.804,0.108489151,20333268,c(521789.924600074, 3619769.80350754)
14483,14483,371220,521989.9246,3619769.804,0.100669933,20333268,c(521989.924600074, 3619769.80350754)
14484,14484,371221,522189.9246,3619769.804,0.107809219,20333268,c(522189.924600074, 3619769.80350754)
14485,14485,371222,522389.9246,3619769.804,0.114688531,20333268,c(522389.924600074, 3619769.80350754)
14486,14486,371223,522589.9246,3619769.804,0.132756724,20333268,c(522589.924600074, 3619769.80350754)
14487,14487,371249,527789.9246,3619769.804,0.128387161,20325299,c(527789.924600074, 3619769.80350754)
14488,14488,371262,530389.9246,3619769.804,0.178792121,20326377,c(530389.924600074, 3619769.80350754)
14489,14489,371263,530589.9246,3619769.804,0.213438656,20326377,c(530589.924600074, 3619769.80350754)
14490,14490,371280,533989.9246,3619769.804,0.476262374,20325267,c(533989.924600074, 3619769.80350754)
14491,14491,371281,534189.9246,3619769.804,0.432726727,20325267,c(534189.924600074, 3619769.80350754)
14492,14492,371282,534389.9246,3619769.804,0.407719228,20325267,c(534389.924600074, 3619769.80350754)
14493,14493,371344,546789.9246,3619769.804,0.87450255,20326387,c(546789.924600074, 3619769.80350754)
14494,14494,371345,546989.9246,3619769.804,0.820007999,20325295,c(546989.924600074, 3619769.80350754)
14495,14495,371346,547189.9246,3619769.804,0.666013399,20325295,c(547189.924600074, 3619769.80350754)
14496,14496,371360,549989.9246,3619769.804,0.667853215,20325295,c(549989.924600074, 3619769.80350754)
14497,14497,371804,501989.9246,3619569.804,0.162143786,20334702,c(501989.924600074, 3619569.80350754)
14498,14498,371805,502189.9246,3619569.804,0.186011399,20334702,c(502189.924600074, 3619569.80350754)
14499,14499,371814,503989.9246,3619569.804,0.702719728,20334668,c(503989.924600074, 3619569.80350754)
14500,14500,371815,504189.9246,3619569.804,0.662043796,20334668,c(504189.924600074, 3619569.80350754)
14501,14501,371824,505989.9246,3619569.804,0.152084792,20333284,c(505989.924600074, 3619569.80350754)
14502,14502,371825,506189.9246,3619569.804,0.130586941,20333284,c(506189.924600074, 3619569.80350754)
14503,14503,371826,506389.9246,3619569.804,0.152664734,20333284,c(506389.924600074, 3619569.80350754)
14504,14504,371860,513189.9246,3619569.804,0.176042396,20333322,c(513189.924600074, 3619569.80350754)
14505,14505,371881,517389.9246,3619569.804,0.251294871,20333290,c(517389.924600074, 3619569.80350754)
14506,14506,371933,527789.9246,3619569.804,0.118418158,20325299,c(527789.924600074, 3619569.80350754)
14507,14507,371956,532389.9246,3619569.804,0.364063594,20326383,c(532389.924600074, 3619569.80350754)
14508,14508,371957,532589.9246,3619569.804,0.486391361,20326383,c(532589.924600074, 3619569.80350754)
14509,14509,371958,532789.9246,3619569.804,0.354774523,20326445,c(532789.924600074, 3619569.80350754)
14510,14510,371959,532989.9246,3619569.804,0.473152685,20326445,c(532989.924600074, 3619569.80350754)
14511,14511,371961,533389.9246,3619569.804,0.333716628,20325267,c(533389.924600074, 3619569.80350754)
14512,14512,371962,533589.9246,3619569.804,0.408889111,20325267,c(533589.924600074, 3619569.80350754)
14513,14513,371963,533789.9246,3619569.804,0.509449055,20325267,c(533789.924600074, 3619569.80350754)
14514,14514,371964,533989.9246,3619569.804,0.517528247,20325267,c(533989.924600074, 3619569.80350754)
14515,14515,372028,546789.9246,3619569.804,0.621417858,20326387,c(546789.924600074, 3619569.80350754)
14516,14516,372030,547189.9246,3619569.804,0.487711229,20325295,c(547189.924600074, 3619569.80350754)
14517,14517,372031,547389.9246,3619569.804,0.83379662,20325295,c(547389.924600074, 3619569.80350754)
14518,14518,372032,547589.9246,3619569.804,0.79680032,20325295,c(547589.924600074, 3619569.80350754)
14519,14519,372043,549789.9246,3619569.804,0.70679932,20325295,c(549789.924600074, 3619569.80350754)
14520,14520,372044,549989.9246,3619569.804,0.602409759,20325295,c(549989.924600074, 3619569.80350754)
14521,14521,372452,494789.9246,3619369.804,0.327177282,20331554,c(494789.924600074, 3619369.80350754)
14522,14522,372453,494989.9246,3619369.804,0.360163984,20331554,c(494989.924600074, 3619369.80350754)
14523,14523,372488,501989.9246,3619369.804,0.141285871,20334702,c(501989.924600074, 3619369.80350754)
14524,14524,372498,503989.9246,3619369.804,0.678272173,20334674,c(503989.924600074, 3619369.80350754)
14525,14525,372543,512989.9246,3619369.804,0.274112589,20333322,c(512989.924600074, 3619369.80350754)
14526,14526,372544,513189.9246,3619369.804,0.161553845,20333322,c(513189.924600074, 3619369.80350754)
14527,14527,372565,517389.9246,3619369.804,0.08570143,20333314,c(517389.924600074, 3619369.80350754)
14528,14528,372580,520389.9246,3619369.804,0.14759524,20333296,c(520389.924600074, 3619369.80350754)
14529,14529,372581,520589.9246,3619369.804,0.132146785,20333294,c(520589.924600074, 3619369.80350754)
14530,14530,372582,520789.9246,3619369.804,0.145315468,20333294,c(520789.924600074, 3619369.80350754)
14531,14531,372617,527789.9246,3619369.804,0.168913109,20325299,c(527789.924600074, 3619369.80350754)
14532,14532,372639,532189.9246,3619369.804,0.325517448,20326383,c(532189.924600074, 3619369.80350754)
14533,14533,372640,532389.9246,3619369.804,0.305139486,20326383,c(532389.924600074, 3619369.80350754)
14534,14534,372643,532989.9246,3619369.804,0.520707929,20325269,c(532989.924600074, 3619369.80350754)
14535,14535,372644,533189.9246,3619369.804,0.368113189,20325267,c(533189.924600074, 3619369.80350754)
14536,14536,372645,533389.9246,3619369.804,0.310548945,20325267,c(533389.924600074, 3619369.80350754)
14537,14537,372712,546789.9246,3619369.804,0.706189381,20326387,c(546789.924600074, 3619369.80350754)
14538,14538,372716,547589.9246,3619369.804,0.446725327,20325295,c(547589.924600074, 3619369.80350754)
14539,14539,372717,547789.9246,3619369.804,0.452264774,20325295,c(547789.924600074, 3619369.80350754)
14540,14540,372726,549589.9246,3619369.804,0.573782622,20325295,c(549589.924600074, 3619369.80350754)
14541,14541,372727,549789.9246,3619369.804,0.671842816,20325295,c(549789.924600074, 3619369.80350754)
14542,14542,373129,493389.9246,3619169.804,0.328817118,20331554,c(493389.924600074, 3619169.80350754)
14543,14543,373130,493589.9246,3619169.804,0.337936206,20331554,c(493589.924600074, 3619169.80350754)
14544,14544,373131,493789.9246,3619169.804,0.328757124,20331554,c(493789.924600074, 3619169.80350754)
14545,14545,373132,493989.9246,3619169.804,0.283551645,20331554,c(493989.924600074, 3619169.80350754)
14546,14546,373133,494189.9246,3619169.804,0.293040696,20331554,c(494189.924600074, 3619169.80350754)
14547,14547,373134,494389.9246,3619169.804,0.280151985,20331554,c(494389.924600074, 3619169.80350754)
14548,14548,373135,494589.9246,3619169.804,0.29710029,20331554,c(494589.924600074, 3619169.80350754)
14549,14549,373136,494789.9246,3619169.804,0.282751725,20331554,c(494789.924600074, 3619169.80350754)
14550,14550,373182,503989.9246,3619169.804,0.716088391,20334674,c(503989.924600074, 3619169.80350754)
14551,14551,373227,512989.9246,3619169.804,0.391580842,20333322,c(512989.924600074, 3619169.80350754)
14552,14552,373249,517389.9246,3619169.804,0.063953605,20333314,c(517389.924600074, 3619169.80350754)
14553,14553,373261,519789.9246,3619169.804,0.194390561,20333296,c(519789.924600074, 3619169.80350754)
14554,14554,373262,519989.9246,3619169.804,0.107939206,20333296,c(519989.924600074, 3619169.80350754)
14555,14555,373263,520189.9246,3619169.804,0.092010799,20333296,c(520189.924600074, 3619169.80350754)
14556,14556,373301,527789.9246,3619169.804,0.155794421,20325299,c(527789.924600074, 3619169.80350754)
14557,14557,373302,527989.9246,3619169.804,0.138766123,20325299,c(527989.924600074, 3619169.80350754)
14558,14558,373320,531589.9246,3619169.804,0.203769623,20326383,c(531589.924600074, 3619169.80350754)
14559,14559,373321,531789.9246,3619169.804,0.186291371,20326383,c(531789.924600074, 3619169.80350754)
14560,14560,373396,546789.9246,3619169.804,0.793580642,20326387,c(546789.924600074, 3619169.80350754)
14561,14561,373401,547789.9246,3619169.804,0.341375862,20325295,c(547789.924600074, 3619169.80350754)
14562,14562,373410,549589.9246,3619169.804,0.626067393,20325295,c(549589.924600074, 3619169.80350754)
14563,14563,373808,492389.9246,3618969.804,0.279822018,20331558,c(492389.924600074, 3618969.80350754)
14564,14564,373812,493189.9246,3618969.804,0.318128187,20331558,c(493189.924600074, 3618969.80350754)
14565,14565,373813,493389.9246,3618969.804,0.282271773,20331554,c(493389.924600074, 3618969.80350754)
14566,14566,373859,502589.9246,3618969.804,0.678742126,20334704,c(502589.924600074, 3618969.80350754)
14567,14567,373860,502789.9246,3618969.804,0.70069993,20334704,c(502789.924600074, 3618969.80350754)
14568,14568,373866,503989.9246,3618969.804,0.666053395,20334674,c(503989.924600074, 3618969.80350754)
14569,14569,373910,512789.9246,3618969.804,0.425947405,20333322,c(512789.924600074, 3618969.80350754)
14570,14570,373911,512989.9246,3618969.804,0.429657034,20333322,c(512989.924600074, 3618969.80350754)
14571,14571,373932,517189.9246,3618969.804,0.096650335,20333314,c(517189.924600074, 3618969.80350754)
14572,14572,373933,517389.9246,3618969.804,0.07650235,20333314,c(517389.924600074, 3618969.80350754)
14573,14573,373986,527989.9246,3618969.804,0.117288271,20325299,c(527989.924600074, 3618969.80350754)
14574,14574,374003,531389.9246,3618969.804,0.208549145,20326383,c(531389.924600074, 3618969.80350754)
14575,14575,374004,531589.9246,3618969.804,0.259014099,20326383,c(531589.924600074, 3618969.80350754)
14576,14576,374079,546589.9246,3618969.804,0.664763524,20326387,c(546589.924600074, 3618969.80350754)
14577,14577,374080,546789.9246,3618969.804,0.638186181,20326387,c(546789.924600074, 3618969.80350754)
14578,14578,374085,547789.9246,3618969.804,0.429537046,20325295,c(547789.924600074, 3618969.80350754)
14579,14579,374093,549389.9246,3618969.804,0.705709429,20325295,c(549389.924600074, 3618969.80350754)
14580,14580,374094,549589.9246,3618969.804,0.642545745,20325295,c(549589.924600074, 3618969.80350754)
14581,14581,374484,490789.9246,3618769.804,0.234146585,20331562,c(490789.924600074, 3618769.80350754)
14582,14582,374485,490989.9246,3618769.804,0.164213579,20331562,c(490989.924600074, 3618769.80350754)
14583,14583,374486,491189.9246,3618769.804,0.209019098,20331562,c(491189.924600074, 3618769.80350754)
14584,14584,374544,502789.9246,3618769.804,0.700219978,20334704,c(502789.924600074, 3618769.80350754)
14585,14585,374545,502989.9246,3618769.804,0.713758624,20334672,c(502989.924600074, 3618769.80350754)
14586,14586,374546,503189.9246,3618769.804,0.608149185,20334672,c(503189.924600074, 3618769.80350754)
14587,14587,374549,503789.9246,3618769.804,0.702889711,20334674,c(503789.924600074, 3618769.80350754)
14588,14588,374550,503989.9246,3618769.804,0.675522448,20334674,c(503989.924600074, 3618769.80350754)
14589,14589,374594,512789.9246,3618769.804,0.413828617,20333322,c(512789.924600074, 3618769.80350754)
14590,14590,374616,517189.9246,3618769.804,0.099170083,20333314,c(517189.924600074, 3618769.80350754)
14591,14591,374624,518789.9246,3618769.804,0.114768523,20333306,c(518789.924600074, 3618769.80350754)
14592,14592,374670,527989.9246,3618769.804,0.102839716,20325299,c(527989.924600074, 3618769.80350754)
14593,14593,374761,546189.9246,3618769.804,0.803729627,20326387,c(546189.924600074, 3618769.80350754)
14594,14594,374762,546389.9246,3618769.804,0.617468253,20326387,c(546389.924600074, 3618769.80350754)
14595,14595,374763,546589.9246,3618769.804,0.540735926,20326387,c(546589.924600074, 3618769.80350754)
14596,14596,374769,547789.9246,3618769.804,0.45440456,20325295,c(547789.924600074, 3618769.80350754)
14597,14597,374776,549189.9246,3618769.804,0.631456854,20325295,c(549189.924600074, 3618769.80350754)
14598,14598,374777,549389.9246,3618769.804,0.574462554,20325295,c(549389.924600074, 3618769.80350754)
14599,14599,375168,490789.9246,3618569.804,0.181471853,20331562,c(490789.924600074, 3618569.80350754)
14600,14600,375230,503189.9246,3618569.804,0.669593041,20334672,c(503189.924600074, 3618569.80350754)
14601,14601,375231,503389.9246,3618569.804,0.588921108,20334672,c(503389.924600074, 3618569.80350754)
14602,14602,375232,503589.9246,3618569.804,0.57740226,20334676,c(503589.924600074, 3618569.80350754)
14603,14603,375233,503789.9246,3618569.804,0.622327767,20334674,c(503789.924600074, 3618569.80350754)
14604,14604,375278,512789.9246,3618569.804,0.134416558,20333322,c(512789.924600074, 3618569.80350754)
14605,14605,375279,512989.9246,3618569.804,0.12289771,20333322,c(512989.924600074, 3618569.80350754)
